incentive_id,title,company_1,company_2,company_3,company_4,company_5
1196,"Infraestruturas de cuidados de saúde primários (IT)
","NEWINFRA, UNIPESSOAL, LDA","REDÁGUAS - SOCIEDADE DE CONSTRUÇÕES, LDA","MATÉRIA100DÚVIDAS - CONSTRUÇÕES, LDA","IBC, UNIPESSOAL, LDA","INFRAENER, UNIPESSOAL, LDA"
1163,Valorização do Património Cultural (ITI - AMAL),"CA CO3 - CONSERVAÇÃO DO PATRIMÓNIO ARTÍSTICO, LDA","IN SITU - CONSERVAÇÃO DE BENS CULTURAIS, UNIPESSOAL, LDA","PRISCUS RESTAURO - PRESERVAÇÃO DE BENS CULTURAIS, UNIPESSOAL, LDA","STB - REABILITAÇÃO DO PATRIMÓNIO EDIFICADO, LDA","MONUMENTA - REABILITAÇÃO DO EDIFICADO E CONSERVAÇÃO DO PATRIMÓNIO, LDA"
2251,Cursos Profissionais – Entidades Privadas II,"INSTITUTO PROFISSIONAL DA SERTÃ, LDA","ACADEMIA CASAIS CONHECIMENTO E MESTRIA, UNIPESSOAL, LDA","ESCOLA PROFISSIONAL DE VILA DO CONDE, UNIPESSOAL, LDA","IMCOACH, UNIPESSOAL, LDA","BEYOND GLOBAL, UNIPESSOAL, LDA"
2501,C13-i01; 02; 03 - Apoio à concretização de Comunidades de Energia Renovável e Autoconsumo Coletivo,"CONSUMORIGEM ENERGIAS RENOVÁVEIS, LDA","GAMEIROS RENOVÁVEIS - PRODUÇÃO DE ENERGIA, LDA",TCER S.A.,"DINÂMICONVERTE - ENERGIAS RENOVÁVEIS, UNIPESSOAL, LDA","ERESOLAR, UNIPESSOAL, LDA"
2253,Estudos temáticos que reforcem o conhecimento e uma maior eficácia da aplicação dos Fundos Europeus,FUNDAÇÃO FRANCISCO MANUEL DOS SANTOS,FUNDAÇÃO PARA OS ESTUDOS E FORMAÇÃO NAS AUTARQUIAS LOCAIS - FUNDAÇÃO FEFAL,"EUROSONDAGEM - ESTUDOS DE OPINIÃO, LDA",FUNDAÇÃO MARIA E OLIVEIRA,FUNDAÇÃO ALENTEJO
1201,"Mobilidade Sustentável (IT) - 2ª fase de operações do PT2020, ao abrigo do art.º 118.º-A do Regulamento (UE) 2021/1060, de 24 de junho, com a redação introduzida pelo Regulamento (UE) 2022/2039, de 25 de outubro.","RITMOS RECENTES, UNIPESSOAL, LDA","VIAMOVE - SOLUÇÕES DE MOBILIDADE, LDA","DAVID FERREIRA - TRANSPORTES, LDA","JOAQUIM MARTINS DA FONSECA, LDA","TRANSPORTES SOL NASCENTE, LDA"
2839,"Operações de reporte de valores mobiliários ou direitos equiparados realizadas em bolsa de valores, bem como o reporte e a alienação fiduciária em garantia realizados pela instituições financeiras com interposição de contrapartes centrais","INTERBOLSA - SOCIEDADE GESTORA DE SISTEMAS DE LIQUIDAÇÃO E DE SISTEMAS CENTRALIZADOS DE VALORES MOBILIÁRIOS, S.A.","BANCO L. J. CARREGOSA, S.A.",COMISSÃO DO MERCADO DE VALORES MOBILIÁRIOS,"BANCO DE INVESTIMENTO GLOBAL, S.A.","BANCO FINANTIA, S.A."
1206,Balcão da Inclusão — Unidades móveis em territórios de baixa densidade (ITI),ÍRIS INCLUSIVA - ASSOCIAÇÃO DE CEGOS E AMBLÍOPES,SERVIÇOS SOCIAIS DA CÂMARA MUNICIPAL DE LISBOA,"PERFEITINCLUSÃO, LDA",INVÁLIDOS DO COMÉRCIO,"MARTA PEREIRA SILVA, UNIPESSOAL, LDA"
2256,Reabilitação e regeneração urbanas_ Parcerias Para a Coesão Urbanas,"PBAPTISTA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA","PORTO VIVO, SRU - SOCIEDADE DE REABILITAÇÃO URBANA DO PORTO, E.M., S.A.","COMBINAÇÃO URBANA, LDA","REHABILITÁCIA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA","INSTITUTO DA HABITAÇÃO E DA REABILITAÇÃO URBANA, I.P."
1154,Infraestruturas e Equipamentos Sociais (IT) - Projetos Faseados Aprovados pela Autoridade de Gestão,"E.M. - ESTRUTURAS SOCIAIS, SOCIEDADE UNIPESSOAL, LDA","GESPAÇOS - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M., S.A.","SOCIOHABITAFUNCHAL - EMPRESA MUNICIPAL DE HABITAÇÃO, E.M.","SB - INVESTIMENTOS SOCIAIS, UNIPESSOAL, LDA","GESLOURES - GESTÃO DE EQUIPAMENTOS SOCIAIS, EM., UNIPESSOAL, LDA"
1205,Programas Intermunicipais de Promoção do Sucesso Escolar (ITI) - PIPSE,"SUCESSO É CONNOSCO, UNIPESSOAL, LDA","OS MARAVILHAS, LDA","OS PREGUIÇAS - EDUCAÇÃO E APOIO PEDAGÓGICO, UNIPESSOAL, LDA",ASSOCIAÇÃO PRÓ-INFÂNCIA NUNO ÁLVARES,ASSOCIAÇÃO MOIMENTENSE DE APOIO À INFÂNCIA
1210,Proteção civil e gestão integrada de riscos- ITI AML,ASSOCIAÇÃO HUMANITÁRIA DE BOMBEIROS VOLUNTÁRIOS DE AGUALVA-CACÉM,ASSOCIAÇÃO HUMANITÁRIA DOS BOMBEIROS VOLUNTÁRIOS DE ALBERGARIA-A-VELHA,ASSOCIAÇÃO HUMANITÁRIA DE BOMBEIROS VOLUNTÁRIOS DE CARREGAL DO SAL,"PEFIPRESA - PROTECÇÃO CONTRA INCÊNDIOS, LDA",PROTECCION CONTRA INCENDIOS CLIMA SL - SUCURSAL EM PORTUGAL
3057,Tributação autónoma de viaturas ligeiras de passageiros movidas a GPL ou GNV,"MASTERGÁS DE PEDRO PAIVA & PAIVA - COMBUSTÍVEIS LÍQUIDOS, LDA","GLC - GÁS, LUBRIFICANTES E COMBUSTÍVEIS, LDA","VGV - ABASTECIMENTO E MONTAGEM DE GÁS, UNIPESSOAL, LDA","S.G.L. - SOCIEDADE DE GÁS, LDA","USSE GPL - IMPORTAÇÃO, COMÉRCIO, MONTAGEM E REPARAÇÃO DE APARELHOS DE GPL LDA"
1159,Ciclovias Regionais e Urbanas/Municipais ITI AMAL,"BICICULTURA, CRL","VIAMOVE - SOLUÇÕES DE MOBILIDADE, LDA","GET YA, UNIPESSOAL, LDA","RITMOS RECENTES, UNIPESSOAL, LDA","CAVIBIKE, LDA"
1158,Gestão de recursos hídricos - Contratos de Rio,"ÁGUA NEGRA - GESTÃO DE RECURSOS NATURAIS, LDA","PRAIA AMBIENTE, E.M.","P.M.H.S., LDA","A.D.C. - ÁGUAS DA COVILHÃ, E.M.","HOH - VALORIZAÇÃO DE RECURSOS HIDRICOS, LDA"
1170,Excelência da investigação na RAA - Cátedras - I&D Ciência – Projetos individuais,INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,INSTITUTO PEDRO NUNES - ASSOCIAÇÃO PARA A INOVAÇÃO E DESENVOLVIMENTO EM CIÊNCIA E TECNOLOGIA,INEGI - INSTITUTO DE CIÊNCIA E INOVAÇÃO EM ENGENHARIA MECÂNICA E ENGENHARIA INDUSTRIAL,FCIÊNCIAS.ID - ASSOCIAÇÃO PARA A INVESTIGAÇÃO E DESENVOLVIMENTO DE CIÊNCIAS,"INESC ID - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES, INVESTIGAÇÃO E DESENVOLVIMENTO EM LISBOA"
1169,Refuncionalização de equipamentos coletivos e qualificação de espaços públicos (IT),"GESPAÇOS - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M., S.A.","RED COMPASS, UNIPESSOAL, LDA","PRAIA AMBIENTE, E.M.","ENSAIO DE PALAVRAS, UNIPESSOAL, LDA","RED MARK, UNIPESSOAL, LDA"
2262,SIID – Vale Biotecnologia azul,"BLUEGROWTH, LDA","BLUEMATER, S.A.","BLUVERDE, LDA","PAGARETE, MICROALGAE SOLUTIONS, SOCIEDADE UNIPESSOAL, LDA","BLUE OCEAN SUSTAINABLE SOLUTIONS, S.A."
2299,Funções transversais no âmbito da coordenação técnica global do PT2030 (2026-2027),"GL - COORDENAÇÃO E GESTÃO DE PROJECTOS, S.A.","VHM AÇORES, LDA","MONITAR, LDA","SENSOTÉCNICO, ENGENHARIA E CONSULTORIA TÉCNICA, LDA","ASSERTE - SOLUÇÕES & SERVIÇOS, LDA"
1211,Adaptação às Alterações Climáticas - ITI AML,"2ADAPT - SERVIÇOS DE ADAPTAÇÃO CLIMÁTICA, LDA","CLIMADEPT, LDA","CLIMASOLUTIONS, UNIPESSOAL, LDA","2CLIMAS, LDA","WEATHER AGE - CLIMATIZAÇÃO, UNIPESSOAL, LDA"
1168,Reabilitação e regeneração urbanas (IT),"PORTO VIVO, SRU - SOCIEDADE DE REABILITAÇÃO URBANA DO PORTO, E.M., S.A.","PBAPTISTA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA","3EHM - REABILITAÇÃO URBANA EM LISBOA, LDA","COMBINAÇÃO URBANA, LDA","REHABILITÁCIA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA"
2776,dedução adicional de montante fixo se só um ascendente viva em comunhão de habitação,"REMATE ADICIONAL, LDA","HABITARETERNO - IMOBILIÁRIO, UNIPESSOAL, LDA","ASCENDER, LDA","LANDREASON - PROPRIEDADES, LDA","VAGAIMPERIAL - HABITAÇÕES, LDA"
2263,SACCCT – Reforço da capacitação das unidades de I&D – Bolsa de Overbooking Condicionado,"INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA","ADVANCED WAY, UNIPESSOAL, LDA","H1 - INVESTIGAÇÃO E DESENVOLVIMENTO TECNOLÓGICO, LDA",INEGI - INSTITUTO DE CIÊNCIA E INOVAÇÃO EM ENGENHARIA MECÂNICA E ENGENHARIA INDUSTRIAL,INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO
1177,"INFRAESTRUTURAS DO PRÉ-ESCOLAR (IT)
","CENTRO DE EDUCAÇÃO INTEGRAL, S.A.","VILA SUSTENTÁVEL - EDUCAÇÃO PARA A LIBERDADE, S.A.","SUPERESCOLA, LDA",CENTRO DE BEM-ESTAR INFANTIL,"EXTERNATO O PRINCIPEZINHO DO SABER, UNIPESSOAL, LDA"
2300,Sistemas de Informação do PT2030 (2026-2028),"WKT - SISTEMAS DE INFORMAÇÃO, LDA","PT4 - SISTEMAS DE INFORMAÇÃO E REPRESENTAÇÕES, LDA","ETAPA RACIONAL - SISTEMAS DE INFORMAÇÃO, UNIPESSOAL, LDA","RMB - SISTEMAS DE INFORMAÇÃO, LDA","GRAVIDADE ZERO - SISTEMAS DE INFORMAÇÃO, LDA"
2621,Regime de benefícios fiscais contratuais ao investimento produtivo na Região Autónoma da Madeira - Dedução de uma determinada percentagem das aplicações relevantes do projeto de investimento efetivamente realizadas no período de tributação,"MADEIRA & MADEIRA, LDA","MADEIDURA - VALORIZAÇÃO DE MADEIRA, LDA","MADEIRA GARDEN PARADISE - INVESTIMENTOS AGROTURISTICOS, LDA","MADEIRAS PÉ DA SERRA, LDA","JOAQUIM PEREIRA - MADEIRAS, UNIPESSOAL, LDA"
2267,Infraestrutura de Base Tecnológica “BLC3 – Innovation Hub Lavoisier” – 2ª Fase – Projeto Faseado PT2020,"WE INNOV - TECNOLOGIA E INOVAÇÃO, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"NOS INOVAÇÃO, S.A.",INOVA-RIA - ASSOCIAÇÃO DE EMPRESAS PARA UMA REDE DE INOVAÇÃO EM AVEIRO,"LRA INOVAÇÕES TECNOLÓGICAS, UNIPESSOAL, LDA"
2265,SIQRH – Formação Ação,"MARFORMAR - FORMAÇÃO PROFISSIONAL, UNIPESSOAL, LDA","GABINAE - GABINETE DE APOIO AO EMPRESÁRIO, LDA","QUALIFICA-TE! - FORMAÇÃO E SERVIÇOS, UNIPESSOAL, LDA","TEAM BUILDING - FORMAÇÃO PROFISSIONAL E GESTÃO COMPORTAMENTAL, UNIPESSOAL, LDA","LEAN4OPEX, UNIPESSOAL, LDA"
1184,"Transformação de Produtos da Pesca e da Aquicultura no Domínio dos Investimentos Produtivos – Região Autónoma dos
Açores","ANFERSA PESCAS, LDA","PESCA FUNDO ORDENHAR NO FUTURO, UNIPESSOAL, LDA","PESCAS DE AMARAL & SOUSA, LDA","RUBRICAS E ROTAS, UNIPESSOAL, LDA","ARRAIAL PACHECO-PESCA AÇORES, UNIPESSOAL, LDA"
2684,Tributação autónoma dos veículos movidos exclusivamente a energia elétrica,"VERDE DESCOMPLICADO - MOBILIDADE ELÉTRICA, UNIPESSOAL, LDA","AGE - ELECTRICISTAS AUTO, LDA","ENBIENTE - ENERGIA E AMBIENTE, LDA","EFFICIENT RENT - ALUGUER DE AUTOMÓVEIS, LDA","SPEEDCIPHER - AUTOMÓVEL, LDA"
2304,Digitalização de Património Cultural e Coleções em Rede,"MEMÓRIA IMATERIAL COOPERATIVA CULTURAL, CRL","ICSP, INSTITUTO DE CONSERVAÇÃO E SALVAGUARDA DO PATRIMÓNIO, LDA","CA CO3 - CONSERVAÇÃO DO PATRIMÓNIO ARTÍSTICO, LDA","SIGNINUM - GESTÃO DE PATRIMÓNIO CULTURAL, LDA","AP - ARQUEOLOGIA E PATRIMÓNIO, LDA"
1189,Proteção civil e gestão integrada de riscos - ITI CIM,"AVERIGUAÇÕES PEDRO COELHO, LDA","CARIBEIRO, UNIPESSOAL, LDA","ALERTAQUESTÃO, UNIPESSOAL, LDA","RISCOS CONTROLADOS, UNIPESSOAL, LDA","OBSERVAÇÃO RELEVANTE, UNIPESSOAL, LDA"
1183,"Investimentos a Bordo no Domínio da Eficiência Energética, Segurança e Seletividade, Investimentos em Inovação Produtiva e Organizacional das Empresas de Pesca e Ações Coletivas - Região Autónoma dos Açores","J.FARIA, LDA","SEMPRE NO LEME - UNIPESSOAL, LDA","ALCANCE IMBATÍVEL, UNIPESSOAL, LDA","MARÉS DE PAPEL, UNIPESSOAL, LDA","RUBRICAS E ROTAS, UNIPESSOAL, LDA"
2306,Infraestruturas e Equipamentos Sociais (IT) – Bolsa de Overbooking Condicionado,"E.M. - ESTRUTURAS SOCIAIS, SOCIEDADE UNIPESSOAL, LDA","GESPAÇOS - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M., S.A.","SOCIOHABITAFUNCHAL - EMPRESA MUNICIPAL DE HABITAÇÃO, E.M.","SB - INVESTIMENTOS SOCIAIS, UNIPESSOAL, LDA","GESLOURES - GESTÃO DE EQUIPAMENTOS SOCIAIS, EM., UNIPESSOAL, LDA"
2849,nCFI - Regime dos benefícios fiscais contratuais ao investimento produtivo - Atos ou contratos necessários à realização do projeto de investimento,"LAND BREEZE - INVESTIMENTOS IMOBILIÁRIOS, UNIPESSOAL, LDA","GARANTEPROVEITO, UNIPESSOAL, LDA","FERTILEBENEFIT, UNIPESSOAL, LDA","INCREMENTED VALUE - INVESTIMENTOS, LDA","POSITIVE BENEFITS, LDA"
2268,SICE – Internacionalização das PME – Operações em conjunto,"IPME - INSTITUTO PME FORMAÇÃO, LDA","EUROMIND PORTUGAL, UNIPESSOAL, LDA","EPCE - ESCOLA PROFISSIONAL DE COMÉRCIO EXTERNO, UNIPESSOAL, LDA","BEYOND GLOBAL, UNIPESSOAL, LDA","PMIPT - PM INTERNATIONAL PORTUGAL, UNIPESSOAL, LDA"
2270,SITCE – Descarbonização e eficiência energética,"EFI3ENE - EFICIÊNCIA ENERGÉTICA, LDA","RCE - REDE DE CERTIFICAÇÃO ENERGÉTICA, LDA","BOX ENERGY - ENERGIAS, LDA","LUZSIMPLES, LDA","EFFICIENT GREEN - GESTÃO E SERVIÇOS ENERGÉTICOS, LDA"
2309,Contratos de Impacto Social,"PURO IMPACTO SOCIEDADE DE CONSTRUÇÃO IMOBILIÁRIA, LDA","CASCAIS ENVOLVENTE - GESTÃO SOCIAL DA HABITAÇÃO, E.M., S.A.","WONDERIMPACT, LDA","IMPACTO VERTICAL, UNIPESSOAL, LDA","LABOR - COOPERATIVA DE SOLIDARIEDADE SOCIAL, C.R.L."
2271,SIQRH – Formação empresarial individual – Comércio e serviços,"GLOBAL BE - FORMAÇÃO E CONSULTORIA, LDA","AULA DE COMÉRCIO - ESTUDOS TÉCNICOS E PROFISSIONAIS, LDA","TRANSVERSAL, COMÉRCIO INTERNACIONAL, LDA","OFICINA DIDÁCTICA - EDUCAÇÃO E SAÚDE, LDA","VF - INFORMÁTICA, LDA"
1193,"Infraestruturas e Equipamentos Sociais (IT)
",CRECHE DO POVO - JARDIM DE INFÂNCIA,"O MEU PEQUENO MUNDO - CRECHE E JARDIM INFÂNCIA, LDA",CRECHE MÃE E PATRONATO DA SAGRADA FAMÍLIA - CENTRO SOCIAL E PAROQUIAL DE SANTO ADRIÃO,"CRECHE E BERÇÁRIO SI, LDA",CENTRO SOCIAL E PAROQUIAL DE SANTA MARIA MAIOR
2429,Serviços e apoios reforçados à conciliação entre trabalho e vida familiar,ASSOCIAÇÃO FAMÍLIA COMO PARCEIRO SOCIAL DE SERRA DAS MINAS,ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL DE APOIO À FAMILIA,A BENEFICÊNCIA FAMILIAR - ASSOCIAÇÃO DE SOCORROS MÚTUOS,"FLEXIPLAN - RECURSOS HUMANOS E EMPRESA DE TRABALHO TEMPORÁRIO, S.A.",OBRA DE SOCORRO FAMILIAR
2311,FUNCIONAMENTO 2030 – 3º aviso,"MADEIRA GARDEN PARADISE - INVESTIMENTOS AGROTURISTICOS, LDA","MADEIRA, PAIS & PINHEIRO, LDA","P. E. GONÇALVES, LDA","MADEIRA WINE COMPANY, S.A.","MADEIRA & MADEIRA, LDA"
2622,"Sistema de Incentivos fiscais em investigação e desenvolvimento empresarial na Região Autónoma da Madeira (SIFIDE-RAM) - Dedução, até à concorrência da coleta, do valor correspondente às despesas com investigação e desenvolvimento, na parte não comparticipada financeiramente pelo Estado a fundo perdido, numa dupla percentagem ","INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA","ADVANCED WAY, UNIPESSOAL, LDA","JLM - INVESTIGAÇÂO E DESENVOLVIMENTO CIENTIFICO E TECNOLÓGICO, UNIPESSOAL, LDA","NG - INVESTIGATIONS, UNIPESSOAL, LDA","IDNT, INVESTIGAÇÃO E DESENVOLVIMENTO EM NOVAS TECNOLOGIAS, LDA"
2273,Núcleos de I&DT em ambiente empresarial,"INDEVE - INVESTIGAÇÃO E DESENVOLVIMENTO EMPRESARIAL, LDA","ADVANCED WAY, UNIPESSOAL, LDA","JLM - INVESTIGAÇÂO E DESENVOLVIMENTO CIENTIFICO E TECNOLÓGICO, UNIPESSOAL, LDA","NG - INVESTIGATIONS, UNIPESSOAL, LDA","IDNT, INVESTIGAÇÃO E DESENVOLVIMENTO EM NOVAS TECNOLOGIAS, LDA"
2313,Cursos de educação e formação de jovens (CEF) – ano letivo 2025/2026 – Escolas Públicas,"MESTRES, FORMAÇÃO E EDUCAÇÃO, UNIPESSOAL,LDA","IMPARÁVEL FORMAÇÕES, LDA","COLÉGIO INED, UNIPESSOAL, LDA","ESCOLA PROFISSIONAL D. AFONSO HENRIQUES, UNIPESSOAL, LDA","CESÁRIO VERDE - ENSINO E FORMAÇÃO, LDA"
2314,Promoção do autoconsumo e comunidades de energia renovável,"DINÂMICONVERTE - ENERGIAS RENOVÁVEIS, UNIPESSOAL, LDA","CONSUMORIGEM ENERGIAS RENOVÁVEIS, LDA","ERESOLAR, UNIPESSOAL, LDA","GAMEIROS RENOVÁVEIS - PRODUÇÃO DE ENERGIA, LDA",TCER S.A.
2276,Vale Direitos de Propriedade Intelectual e Industrial,"SANAESPRIT, UNIPESSOAL, LDA","MPD - MARCAS E PATENTES NA DISTRIBUIÇÃO, SOCIEDADE, UNIPESSOAL, LDA","INVENTIVIO PORTUGAL, UNIPESSOAL, LDA",INOV - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES INOVAÇÃO,"NOS PROPERTY, S.A."
1198,Refuncionalização de equipamentos coletivos e qualificação dos espaços públicos (IT) - 2ª fase de operações do PT2020,"PRAIA AMBIENTE, E.M.","GESPAÇOS - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M., S.A.","PORTO VIVO, SRU - SOCIEDADE DE REABILITAÇÃO URBANA DO PORTO, E.M., S.A.","PBAPTISTA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA","REHABILITÁCIA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA"
1204,Planos de Ação Intermunicipais para a Inclusão Ativa de Grupos Vulneráveis (ITI) - PAIIA,"INVISIBLE SOURCE, UNIPESSOAL, LDA","ROTA DO TRABALHO, UNIPESSOAL, LDA","EOTIM, UNIPESSOAL, LDA","BRISINTEMPORAL, LDA","ÍNDICE MÁXIMO, UNIPESSOAL, LDA"
2414,SIID – I&D Empresarial – Combustíveis sustentáveis na área da aviação,"FUELPLANE - SOCIEDADE ABASTECEDORA DE AERONAVES, UNIPESSOAL, LDA","SOCIEDADE DE COMBUSTÍVEIS ANA CHAVES, LDA","DOURO DIVERSITY SOLUTIONS - COMBUSTÍVEIS E RESÍDUOS, UNIPESSOAL, LDA","PEDROSA & LALLANA - COMBUSTÍVEIS, LDA","SOCIEDADE DE COMBUSTÍVEIS SILVA DO VALE, LDA"
2278,"I&DT centrado na economia hipocarbónica, na resiliência e adaptação às alterações climáticas","AG CLIMA - CLIMATIZAÇÃO RACIONAL, LDA","2ADAPT - SERVIÇOS DE ADAPTAÇÃO CLIMÁTICA, LDA","AQUECIDEAIS, LDA","2CLIMAS, LDA","QUADRÍCULA POÉTICA, LDA"
2850,nCFI - Regime dos benefícios fiscais contratuais ao investimento produtivo - Atos ou contratos necessários à realização do projeto de investimento,"INVISTAS - CONTABILIDADE E CONSULTORIA, LDA","PARSOC - INVESTIMENTOS E PARTICIPAÇÕES, S.A.","INVEST FOR LIFE - INVESTIMENTOS, LDA","GINVEST, LDA","FARMINVESTE - INVESTIMENTOS, PARTICIPAÇÕES E GESTÃO, S.A."
2316,CURSOS TÉCNICOS SUPERIORES PROFISSIONAIS (TeSP)  – Ciclo Formativo 2025/2027,"INSTITUTO PROFISSIONAL DA SERTÃ, LDA",ASSOCIAÇÃO DE ENSINO CRISTOVÃO COLOMBO,"CENTRO DE ESTUDOS E FORMAÇÃO AQUILES ESTAÇO, UNIPESSOAL, LDA","ESCOLA PROFISSIONAL D. AFONSO HENRIQUES, UNIPESSOAL, LDA",ESCOLA SUPERIOR NÁUTICA INFANTE D.HENRIQUE
2317,Apoios à contratação – 2º Aviso,"WELCOMING AZORES, LDA","P.N. AZORES, SOCIEDADE POR QUOTAS, LDA","MINUVIDA AZORES, LDA","NEOGALLANT AÇORES - TRANSPORTE E TURISMO, LDA","LOVE AZORES, LDA"
2320,Formação Públicos Estratégicos na área da Igualdade para pessoas coletivas de direito privado,"IMPARÁVEL FORMAÇÕES, LDA","GESTITOMÉ, FORMAÇÃO PROFISSIONAL, SOCIEDADE UNIPESSOAL, LDA","ÍNDICE MÁXIMO, UNIPESSOAL, LDA","MESTRES, FORMAÇÃO E EDUCAÇÃO, UNIPESSOAL,LDA","PENSAMENTO ILIMITADO, UNIPESSOAL, LDA"
2688,"dedução de 20% das contribuições para fundos de pensões e outros regimes complementares incluindo associações mutualistas, que garantam exclusivamente o benefício de reforma, complemento de reforma, invalidez ou sobrevivência, incapacidade para o trabalho, desemprego e doença grave","SOCIEDADE GESTORA DOS FUNDOS DE PENSÕES DO BANCO DE PORTUGAL, S.A.","AGEAS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","INSTITUTO DE GESTÃO DE FUNDOS DE CAPITALIZAÇÃO DA SEGURANÇA SOCIAL, I.P.","BBVA-FUNDOS - SOCIEDADE GESTORA DE FUNDOS DE PENSÕES, S.A.","LAND PARTS UNIQUE TRANSFORMATION, LDA"
2644,Ganhos realizados com a transmissão de ações ou partes sociais cuja aquisição tenha ocorrido antes de 01-01-1989,"WINNER PERCENTAGE, LDA","ADERIS, SGPS, LDA","RISCOS D'ACÇÃO - PERITAGENS, LDA","RED ROBLE, SGPS, LDA","PARCELAS & TRIBUTOS, LDA"
2281,Cursos profissionais – ano letivo 2025/2026 – Escolas Privadas e outras,"ESCOLA PROFISSIONAL DE VILA DO CONDE, UNIPESSOAL, LDA","INSTITUTO PROFISSIONAL DA SERTÃ, LDA","ESCOLA PROFISSIONAL D. AFONSO HENRIQUES, UNIPESSOAL, LDA","ESCOLA PROFISSIONAL NOVOS HORIZONTES, LDA","ESCOLA PROFISSIONAL ATLÂNTICO, LDA"
1236, Apoio ao arranque da atividade de jovens pescadores,"SERPESCAS, LDA","FESTAS & ANDRÉ, LDA","MARÉS DE PAPEL, UNIPESSOAL, LDA","ANFERSA PESCAS, LDA","SEMPRE NO LEME - UNIPESSOAL, LDA"
2321,Cursos Profissionais convite IQ IP-RAM,"INSTITUTO PROFISSIONAL DA SERTÃ, LDA","R2C, LDA","IMCOACH, UNIPESSOAL, LDA","ACADEMIA CASAIS CONHECIMENTO E MESTRIA, UNIPESSOAL, LDA","IMPARÁVEL FORMAÇÕES, LDA"
1218,"REFUNCIONALIZAÇÃO DE EQUIPAMENTOS COLETIVOS E QUALIFICAÇÃO DE ESPAÇOS PÚBLICOS (IT)
","PRAIA AMBIENTE, E.M.","GESPAÇOS - GESTÃO DE EQUIPAMENTOS MUNICIPAIS, E.M., S.A.","PORTO VIVO, SRU - SOCIEDADE DE REABILITAÇÃO URBANA DO PORTO, E.M., S.A.","PBAPTISTA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA","REHABILITÁCIA - REABILITAÇÃO URBANA, UNIPESSOAL, LDA"
2283,Cursos profissionais – ano letivo 2025/2026  – Escolas Públicas,"INSTITUTO PROFISSIONAL DA SERTÃ, LDA","ESCOLA PROFISSIONAL D. AFONSO HENRIQUES, UNIPESSOAL, LDA","ESCOLA PROFISSIONAL DE VILA DO CONDE, UNIPESSOAL, LDA","ESCOLA PROFISSIONAL NOVOS HORIZONTES, LDA","ESCOLA PROFISSIONAL ATLÂNTICO, LDA"
2654,"Possibilidade de opção pela não concorrência para a determinação do lucro tributável dos lucros e dos prejuízos imputáveis a estabelecimento estável situado fora do território português, desde que se verifiquem, cumulativamente, determinados requisitos","PREJUÍZO ZERO - SOCIEDADE, UNIPESSOAL, LDA","INSTANTES AO ACASO, UNIPESSOAL, LDA","CRUCIALPROFIT, UNIPESSOAL, LDA","LUCRO EXPONENCIAL, UNIPESSOAL, LDA","TUDO ISTO É, UNIPESSOAL, LDA"
1224,Títulos de Impacto Social,ASSOCIAÇÃO EPIS - EMPRESÁRIOS PELA INCLUSÃO SOCIAL,ELO SOCIAL - ASSOCIAÇÃO PARA A INTEGRAÇÃO E O APOIO AO DEFICIENTE MENTAL JOVEM E ADULTO,OBRA SOCIAL E CULTURAL SÍLVIA CARDOSO,CAIS - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL,"ROTA DO TRABALHO, UNIPESSOAL, LDA"
2323,Bolsas de ensino superior para alunos carenciados,"ENSILIS - EDUCAÇÃO E FORMAÇÃO, UNIPESSOAL, LDA",FUNDAÇÃO CONSERVATÓRIO REGIONAL DE GAIA,SINDICATO NACIONAL DO ENSINO SUPERIOR,"ENSIGAIA - EDUCAÇÃO E FORMAÇÃO, SOCIEDADE UNIPESSOAL, LDA","SOCIEDADE DE ENSINO STUDIUM, LDA"
